name,image_url,url,review_count,categories,rating,coordinates,price,phone,address
Tiger Tea & Juice - San Jose,https://s3-media2.fl.yelpcdn.com/bphoto/9l6OHE1Fq8N3m444xT5tcw/o.jpg,https://www.yelp.com/biz/tiger-tea-and-juice-san-jose-san-jose?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,461,"bubbletea,juicebars",4.5,"37.3834901708966,-121.893125809729",$$,16502019822,"['1706 Oakland Rd', 'Ste 25', 'San Jose, CA 95131']"
Dr.ink,https://s3-media1.fl.yelpcdn.com/bphoto/DsE1075Jgaihnnj_NTzhPg/o.jpg,https://www.yelp.com/biz/dr-ink-san-jose?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,374,"coffee,juicebars",4.5,"37.33632758116021,-121.89540826040643",$$,14083525169,"['77 N Almaden Ave', 'Ste 70', 'San Jose, CA 95110']"
Chun Yang Tea,https://s3-media1.fl.yelpcdn.com/bphoto/6MTV3jz-1CnksVzHbpv8pA/o.jpg,https://www.yelp.com/biz/chun-yang-tea-sunnyvale?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,152,"bubbletea,coffee",4,"37.37328985370428,-121.99966342331311",$$,14087435088,"['1120 Kifer Rd', 'Ste C', 'Sunnyvale, CA 94086']"
Fantasia Coffee & Tea,https://s3-media3.fl.yelpcdn.com/bphoto/vixkXRK_HQro40Eckiu-Rw/o.jpg,https://www.yelp.com/biz/fantasia-coffee-and-tea-santa-clara?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,507,"coffee,desserts,bubbletea",3,"37.3953035880334,-121.946540661156",$$,14089708688,"['3969 Rivermark Plz', 'Santa Clara, CA 95054']"
Sunright Tea Studio,https://s3-media4.fl.yelpcdn.com/bphoto/uf2kyCTjGWoxeyDksbhC4g/o.jpg,https://www.yelp.com/biz/sunright-tea-studio-sunnyvale-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,593,bubbletea,4.5,"37.35660211284258,-122.01728449048878",$$,15109997777,"['795 E El Camino Real', 'Sunnyvale, CA 94087']"
Woof's Bar,https://s3-media3.fl.yelpcdn.com/bphoto/mNsgmngjxeH4oW-UN5V7sw/o.jpg,https://www.yelp.com/biz/woofs-bar-santa-clara-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,234,"bubbletea,juicebars,coffee",4.5,"37.344485,-121.933166",$$,16692327961,"['2255 The Alameda', 'Santa Clara, CA 95050']"
Bobaholics,https://s3-media2.fl.yelpcdn.com/bphoto/cEp3yPOns634ZwZv_iLjEQ/o.jpg,https://www.yelp.com/biz/bobaholics-san-jose?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,463,"bubbletea,coffee,chickenshop",4,"37.3830098,-121.8969438",$,14083095356,"['1055 E Brokaw Rd', 'Ste 40', 'San Jose, CA 95131']"
Tong Sui,https://s3-media3.fl.yelpcdn.com/bphoto/bdk2ODx3FL67WYyUHms7mg/o.jpg,https://www.yelp.com/biz/tong-sui-sunnyvale-4?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,452,"desserts,juicebars,bubbletea",4.5,"37.381387,-122.007585",$$$,14089620167,"['927 E Arques Ave', 'Ste 151', 'Sunnyvale, CA 94085']"
Wanpo Tea Shop,https://s3-media3.fl.yelpcdn.com/bphoto/atE98BdA7pjFwZls5tGVQA/o.jpg,https://www.yelp.com/biz/wanpo-tea-shop-cupertino-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,149,"bubbletea,taiwanese",4.5,"37.323334927111716,-122.0069328",$,16696001289,"['19319 Stevens Creek Blvd', 'Cupertino, CA 95014']"
Boba Guys,https://s3-media1.fl.yelpcdn.com/bphoto/7Ra0DSQDy_m2BRndul1r-Q/o.jpg,https://www.yelp.com/biz/boba-guys-san-jose?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,186,"coffee,bubbletea",4,"37.31953754481026,-121.94756593159585",$$,,"['378 Santana Row', 'Ste 1115', 'San Jose, CA 95128']"
Tan-Cha,https://s3-media4.fl.yelpcdn.com/bphoto/PcrvxR0t49CNyVleDj08gg/o.jpg,https://www.yelp.com/biz/tan-cha-santa-clara?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,161,"bubbletea,tea",4,"37.338263,-121.974385",$$,14086421384,"['2706 Homestead Rd', 'Santa Clara, CA 95051']"
Cozy Tea Loft,https://s3-media4.fl.yelpcdn.com/bphoto/E1ULU0DZWlTj7uS9C2rkXw/o.jpg,https://www.yelp.com/biz/cozy-tea-loft-san-jose?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,35,"bubbletea,coffee",4.5,"37.308865,-121.994167",,14085646907,"['5152 Moorpark Ave', 'Ste 50', 'San Jose, CA 95129']"
7 Leaves Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/JS7DabOQI4QAqlluGx50Mg/o.jpg,https://www.yelp.com/biz/7-leaves-cafe-san-jose-6?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,588,"bubbletea,coffee,macarons",4,"37.321751,-121.971619",$,14089316555,"['375 Saratoga Ave', 'San Jose, CA 95129']"
Pekoe,https://s3-media4.fl.yelpcdn.com/bphoto/ux0q_syg2ucvTDBnsHqnKA/o.jpg,https://www.yelp.com/biz/pekoe-sunnyvale?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,95,"bubbletea,coffee",4.5,"37.3717,-122.04572",,,"['939 W El Camino Real', 'Sunnyvale, CA 94087']"
7 Leaves Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/4g0o5GnxwmhzUmRzLHE4IA/o.jpg,https://www.yelp.com/biz/7-leaves-cafe-san-jose-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,1152,coffee,4,"37.3751025967376,-121.872479772728",$,14086188401,"['1743 Berryessa Rd', 'San Jose, CA 95131']"
Pekoe,https://s3-media2.fl.yelpcdn.com/bphoto/9NM3I_qbVHQYy4aIRBflWw/o.jpg,https://www.yelp.com/biz/pekoe-san-jose-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,337,"coffee,bubbletea,tea",4,"37.373802,-121.872138",$$,14086844109,"['996 Lundy Ave', 'San Jose, CA 95133']"
SunCha,https://s3-media2.fl.yelpcdn.com/bphoto/WGiYJByrxyY4x1hA03d2Pg/o.jpg,https://www.yelp.com/biz/suncha-san-jose-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,30,"coffee,bubbletea,catering",4,"37.361000273362826,-121.89894710766652",,16692899200,"['336 Commercial St', 'San Jose, CA 95112']"
TP Tea,https://s3-media3.fl.yelpcdn.com/bphoto/tawfll3XByqLGydn4b_rNw/o.jpg,https://www.yelp.com/biz/tp-tea-cupertino?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,937,"bubbletea,coffee",4,"37.3112547375622,-122.02363193914",$$,14089823902,"['10787 S Blaney Ave', 'Cupertino, CA 95014']"
7 Leaves Cafe,https://s3-media3.fl.yelpcdn.com/bphoto/p8K1PcXZFAUvQXCd3UdS0w/o.jpg,https://www.yelp.com/biz/7-leaves-cafe-cupertino-3?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,93,"bubbletea,coffee,macarons",4.5,"37.33726010896906,-122.01467138445331",$$,14089823534,"['11111 N Wolfe Rd', 'Cupertino, CA 95014']"
Sunright Tea Studio,https://s3-media2.fl.yelpcdn.com/bphoto/x2fA20i8JoTfuxg0S3x8NQ/o.jpg,https://www.yelp.com/biz/sunright-tea-studio-milpitas-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,91,bubbletea,4.5,"37.454977409047956,-121.9115747790836",$$,14086188515,"['1693 N Milpitas Blvd', 'Milpitas, CA 95035']"
BAMBU,https://s3-media2.fl.yelpcdn.com/bphoto/jscdgI_OIj4NSXjMPLTJ5g/o.jpg,https://www.yelp.com/biz/bambu-santa-clara-3?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,32,"bubbletea,juicebars,coffee",4.5,"37.38624,-121.96039",$,14083525365,"['3700 Thomas Rd', 'Ste 101', 'Santa Clara, CA 95054']"
Moomo Tea,https://s3-media3.fl.yelpcdn.com/bphoto/HFkjjvGlN_LEUpYWlsth_Q/o.jpg,https://www.yelp.com/biz/moomo-tea-sunnyvale-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,102,"coffee,bubbletea",4.5,"37.36751854284606,-122.0335961446545",$$,14086852036,"['715 Sunnyvale Saratoga Rd', 'Sunnyvale, CA 94087']"
i-Tea,https://s3-media3.fl.yelpcdn.com/bphoto/BjfgIAC7wTYBrcLjQQbXvA/o.jpg,https://www.yelp.com/biz/i-tea-milpitas?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,897,"ramen,bubbletea,juicebars",4,"37.43274,-121.89277",$,14082622988,"['760 E Calaveras Blvd', 'Milpitas, CA 95035']"
WeBoba,https://s3-media4.fl.yelpcdn.com/bphoto/fmR_JyoXhKCAjsyqpTr0bg/o.jpg,https://www.yelp.com/biz/weboba-santa-clara-4?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,110,"coffee,bubbletea",4,"37.351735764799116,-121.98148823936893",$$,14086506880,"['3030 El Camino Real', 'Santa Clara, CA 95051']"
Ume Tea,https://s3-media4.fl.yelpcdn.com/bphoto/nFxQX7ssunLBFALp3rU4nQ/o.jpg,https://www.yelp.com/biz/ume-tea-milpitas?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,291,"bubbletea,coffee,juicebars",4,"37.423732,-121.917868",$$,14086493371,"['272 Barber Ct', 'Milpitas, CA 95035']"
Sweet Gelato Tea Lounge,https://s3-media1.fl.yelpcdn.com/bphoto/PM7ZePHQQnUa2G26NGj0CQ/o.jpg,https://www.yelp.com/biz/sweet-gelato-tea-lounge-san-jose?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,1689,"bubbletea,gelato,coffee",4.5,"37.3313361147367,-121.857381949738",$$,14082759999,"['979 Story Rd', 'Ste 7084', 'San Jose, CA 95122']"
Tea Spot Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/DQnaJQT_khLPx2OkFh0uqA/o.jpg,https://www.yelp.com/biz/tea-spot-cafe-santa-clara?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,62,"bubbletea,taiwanese,cafes",4,"37.392583995433846,-121.97745611886971",,14085640299,"['4300 Great America Pkwy', 'Ste 100', 'Santa Clara, CA 95054']"
Meet Fresh,https://s3-media2.fl.yelpcdn.com/bphoto/J3ITut8IWwFPmoBnNr68ng/o.jpg,https://www.yelp.com/biz/meet-fresh-santa-clara?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,130,"desserts,shavedice,bubbletea",2.5,"37.394989,-121.946781",$$,16692305154,"['3958 Rivermark Plz', 'Santa Clara, CA 95054']"
TeaTop,https://s3-media2.fl.yelpcdn.com/bphoto/3AcFNOH8ImWhqQO_wK67_w/o.jpg,https://www.yelp.com/biz/teatop-milpitas?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,347,bubbletea,4,"37.42644,-121.92162",$,14089419330,"['82 Ranch Dr', 'Milpitas, CA 95035']"
Gong cha,https://s3-media3.fl.yelpcdn.com/bphoto/h3hufk0Ot2jeuaa_nvYayw/o.jpg,https://www.yelp.com/biz/gong-cha-santa-clara?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,124,"bubbletea,coffee,cafes",4,"37.381582,-121.974879",$,14086068956,"['2712 Augustine Dr', 'Ste 110', 'Santa Clara, CA 95054']"
Tastea,https://s3-media2.fl.yelpcdn.com/bphoto/yWlqbDLKoEynqBK-yaLVBg/o.jpg,https://www.yelp.com/biz/tastea-san-jose-16?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,1005,"bubbletea,juicebars,coffee",4,"37.38766570190803,-121.86019135497666",$$,14085036347,"['1160 N Capitol Ave', 'San Jose, CA 95132']"
OMG Tea,https://s3-media4.fl.yelpcdn.com/bphoto/55DPqXG6xPf4jQA0Ywz14w/o.jpg,https://www.yelp.com/biz/omg-tea-santa-clara?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,190,"bubbletea,coffee",4,"37.34866,-121.94616",$,14083202436,"['1171 Homestead Rd', 'Ste 115', 'Santa Clara, CA 95050']"
Yi Fang Taiwan Fruit Tea - Milpitas,https://s3-media4.fl.yelpcdn.com/bphoto/WbklPPGUT77SRmlpmjxeZQ/o.jpg,https://www.yelp.com/biz/yi-fang-taiwan-fruit-tea-milpitas-milpitas?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,355,"bubbletea,juicebars",4,"37.423515,-121.918402",$$,,"['212 Barber Ct', 'Milpitas, CA 95035']"
85°C Bakery Cafe-Milpitas,https://s3-media2.fl.yelpcdn.com/bphoto/hP90WPCG23ERwS7bKl7xng/o.jpg,https://www.yelp.com/biz/85-c-bakery-cafe-milpitas-milpitas?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,736,"bakeries,coffee,cakeshop",3,"37.419465,-121.915568",$$,14084328585,"['672 Barber Ln', 'Milpitas, CA 95035']"
Lilikoi Boba,https://s3-media4.fl.yelpcdn.com/bphoto/1LZMkPyETjhKhxefZK9MWg/o.jpg,https://www.yelp.com/biz/lilikoi-boba-cupertino-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,237,"bubbletea,coffee",4,"37.3232222794707,-122.02253818502774",$$,14085640084,"['19959 Stevens Creek Blvd', 'Cupertino, CA 95014']"
MandRo Teahouse-Milpitas,https://s3-media1.fl.yelpcdn.com/bphoto/X8rKdat4t3Ewmb7z5O5usQ/o.jpg,https://www.yelp.com/biz/mandro-teahouse-milpitas-milpitas-4?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,278,"bubbletea,shavedice",4,"37.42648,-121.91002",$$,14084936307,"['200 Serra Way', 'Ste 12', 'Milpitas, CA 95035']"
N7 Draft Tea + Coffee,https://s3-media3.fl.yelpcdn.com/bphoto/ac2fSUvRZ8z0j1Xi793x-A/o.jpg,https://www.yelp.com/biz/n7-draft-tea-coffee-san-jose-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,273,"coffee,bubbletea",4.5,"37.31563,-121.977222",$$,,"['4306 Moorpark Ave', 'San Jose, CA 95129']"
Urban Ritual,https://s3-media4.fl.yelpcdn.com/bphoto/sIdgutYvrGHkQxfByEMo7A/o.jpg,https://www.yelp.com/biz/urban-ritual-san-jose-4?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,262,"bubbletea,coffee",4.5,"37.33639,-121.89494",$$,14085640925,"['100 N Almaden Ave', 'San Jose, CA 95110']"
TaoTaoTea,https://s3-media3.fl.yelpcdn.com/bphoto/bm-yEpBpY6joFGRvE7ATWw/o.jpg,https://www.yelp.com/biz/taotaotea-saratoga?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,195,"bubbletea,cafes",4.5,"37.29148,-121.9941",$,14084066780,"['18472 Prospect Rd', 'Saratoga, CA 95070']"
Boba Pup,https://s3-media4.fl.yelpcdn.com/bphoto/i12C8-UYIywrS3o8Bd8isg/o.jpg,https://www.yelp.com/biz/boba-pup-santa-clara?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,185,bubbletea,3.5,"37.3459535515411,-121.9791525819904",$$,14085640928,"['1080 Kiely Blvd', 'Santa Clara, CA 95051']"
Boba Galaxy,https://s3-media2.fl.yelpcdn.com/bphoto/Z-t83rJXwxCWJXjgq9L6_w/o.jpg,https://www.yelp.com/biz/boba-galaxy-san-jose?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,140,"bubbletea,coffee,juicebars",4.5,"37.40703,-121.88729",$$,14086493636,"['2090 N Capitol Ave', 'Ste C', 'San Jose, CA 95132']"
Beastea,https://s3-media4.fl.yelpcdn.com/bphoto/ZmkApOqKYTTYORMQJIFzVA/o.jpg,https://www.yelp.com/biz/beastea-santa-clara?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,305,"coffee,juicebars,desserts",4,"37.35297,-121.97705",$$,14086421745,"['2785 El Camino Real', 'Santa Clara, CA 95051']"
V Kocha,https://s3-media1.fl.yelpcdn.com/bphoto/-B2nguHUkXzFzXj0VhmXQg/o.jpg,https://www.yelp.com/biz/v-kocha-san-jose?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,24,"coffee,bubbletea",4.5,"37.35552440996717,-121.85111680841524",,14086493034,"['1915 Alum Rock', 'Ste C', 'San Jose, CA 95116']"
Sinceretea,https://s3-media2.fl.yelpcdn.com/bphoto/LDMWYjfdHjz-jRlM3ExBaA/o.jpg,https://www.yelp.com/biz/sinceretea-san-jose-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,421,"bubbletea,coffee",4,"37.3529399,-121.89176",$,14089089469,"['392 E Taylor St', 'San Jose, CA 95112']"
White Rabbit Cafe & Gallery,https://s3-media3.fl.yelpcdn.com/bphoto/z0izRPN9xKwzHATn73yoCg/o.jpg,https://www.yelp.com/biz/white-rabbit-cafe-and-gallery-milpitas?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,124,"galleries,bubbletea,coffee",4.5,"37.4481168543284,-121.886674761772",$,,"['1351 Jacklin Rd', 'Milpitas, CA 95035']"
Happy Lemon,https://s3-media1.fl.yelpcdn.com/bphoto/CmRd448ZAjS4yZzJs-n5WA/o.jpg,https://www.yelp.com/biz/happy-lemon-san-jose-14?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,249,"bubbletea,juicebars",4,"37.340535994211216,-121.90641581165711",$,14083201886,"['567 Coleman Ave', 'Ste 10', 'San Jose, CA 95110']"
Tea Villa,https://s3-media3.fl.yelpcdn.com/bphoto/Ze25jAAm0aZm5-vXqCVzow/o.jpg,https://www.yelp.com/biz/tea-villa-santa-clara?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,12,bubbletea,3.5,"37.34455404736285,-121.9324096978865",,,"['2215 The Alameda', 'Santa Clara, CA 95050']"
Cocohodo,https://s3-media1.fl.yelpcdn.com/bphoto/_mB_I3Gg2pzgNaF_1oY9fA/o.jpg,https://www.yelp.com/biz/cocohodo-sunnyvale-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,598,"desserts,coffee",4,"37.3517264451999,-122.002505609904",$,14082478877,"['1082 E El Camino Real', 'Ste 6', 'Sunnyvale, CA 94087']"
Feng Cha - Milpitas,https://s3-media2.fl.yelpcdn.com/bphoto/9l8sSP_76Y1Iw7j0fhu3Fw/o.jpg,https://www.yelp.com/biz/feng-cha-milpitas-milpitas-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,178,"desserts,juicebars,bubbletea",4,"37.43372161266319,-121.8976560305891",$$,16692636350,"['489 E Calaveras Blvd', 'Milpitas Town Center', 'Milpitas, CA 95035']"
Fantasia Coffee & Tea,https://s3-media3.fl.yelpcdn.com/bphoto/HXp7Dx0dccDNtiwsPtJHOA/o.jpg,https://www.yelp.com/biz/fantasia-coffee-and-tea-milpitas-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,1282,"coffee,bubbletea,desserts",4,"37.4208151690146,-121.916592059012",$$,14083829168,"['528 Barber Ln', 'Milpitas, CA 95035']"
Pink Pink Tea Shoppe,https://s3-media3.fl.yelpcdn.com/bphoto/rFSb1qvaI4a1CR5qjnLxiw/o.jpg,https://www.yelp.com/biz/pink-pink-tea-shoppe-santa-clara?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,141,bubbletea,3.5,"37.32526656808702,-121.9455351300357",$$$,16696779777,"['2855 Stevens Creek Blvd', 'Ste 2299', 'Santa Clara, CA 95050']"
Teazu,https://s3-media1.fl.yelpcdn.com/bphoto/uhITe10442S4BFo60AgYvA/o.jpg,https://www.yelp.com/biz/teazu-san-jose?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,352,"bubbletea,tea,juicebars",3.5,"37.3323285394546,-121.858550940763",$,14088823999,"['969 Story Rd', 'Ste 6033', 'San Jose, CA 95122']"
Tastea,https://s3-media3.fl.yelpcdn.com/bphoto/XcU2wRSpTC6KVLjKLSk8kQ/o.jpg,https://www.yelp.com/biz/tastea-sunnyvale-4?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,220,"coffee,juicebars,bubbletea",4,"37.366107,-122.031368",$$,14088846901,"['114 E El Camino Real', 'Sunnyvale, CA 94087']"
Tea Lyfe Drinks,https://s3-media1.fl.yelpcdn.com/bphoto/D8Ei12KIAYezOeaA47yXWg/o.jpg,https://www.yelp.com/biz/tea-lyfe-drinks-san-jose-3?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,1125,"bubbletea,coffee,desserts",4,"37.3323443189417,-121.857742217231",$,14086387657,"['989 Story Rd', 'Ste 8018', 'San Jose, CA 95122']"
Meet Fresh,https://s3-media2.fl.yelpcdn.com/bphoto/_MuHA_FZmOHU9jLBNX_nEQ/o.jpg,https://www.yelp.com/biz/meet-fresh-cupertino?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,1342,"desserts,shavedice,bubbletea",3,"37.324468,-122.011184",$$,14088630277,"['19449 Stevens Creek Blvd', 'Ste 120', 'Cupertino, CA 95014']"
7 Leaves Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/0ja1lMTKPttwyzcCi7XJ3g/o.jpg,https://www.yelp.com/biz/7-leaves-cafe-campbell?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,165,"bubbletea,coffee,macarons",4,"37.2940392152753,-121.94442609545132",,,"['330 E Hamilton Ave', 'Campbell, CA 95008']"
